Season (Year),Team,Season or Playoff,Rank,Player,Age,Games,Games Started,Minutes Played,Field Goal,Field Goal Attempts,Field Goal %,3 Point Field Goals,3 Point Field Goals Attempts,3 Point Field Goals %,2 Point Field Goals,2 Point Field Goals Attempts,2 Point Field Goals %,Free Throws,Free Throw Attempts,Free Throw Attempts %,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points
2023,Indiana Fever,Regular Season,1,Kelsey Mitchell,27,40,40,1349,245,555,0.441,102,256,0.398,143,299,0.478,136,165,0.824,13,52,65,125,37,2,92,81,728
2023,Indiana Fever,Regular Season,2,Aliyah Boston,21,40,40,1249,233,403,0.578,4,10,0.4,229,393,0.583,108,145,0.745,125,210,335,89,53,50,75,125,578
2023,Indiana Fever,Regular Season,3,Erica Wheeler,32,40,40,1071,146,367,0.398,30,97,0.309,116,270,0.43,72,82,0.878,16,104,120,201,44,3,83,96,394
2023,Indiana Fever,Regular Season,4,NaLyssa Smith,22,31,28,885,188,394,0.477,19,67,0.284,169,327,0.517,84,124,0.677,64,222,286,44,10,10,84,93,479
2023,Indiana Fever,Regular Season,5,Kristy Wallace,27,37,9,728,93,232,0.401,37,85,0.435,56,147,0.381,21,28,0.75,22,60,82,71,23,9,49,64,244
2023,Indiana Fever,Regular Season,6,Victoria Vivians,28,38,14,674,73,192,0.38,27,94,0.287,46,98,0.469,23,30,0.767,19,100,119,49,27,6,31,72,196
2023,Indiana Fever,Regular Season,7,Lexie Hull,23,30,25,619,54,145,0.372,13,60,0.217,41,85,0.482,17,22,0.773,35,47,82,32,30,9,30,84,138
2023,Indiana Fever,Regular Season,8,Grace Berger,24,36,0,524,57,127,0.449,16,34,0.471,41,93,0.441,21,25,0.84,7,49,56,67,17,6,37,38,151
2023,Indiana Fever,Regular Season,9,Emma Cannon,34,30,3,314,61,134,0.455,13,34,0.382,48,100,0.48,40,44,0.909,24,70,94,14,4,2,33,42,175
2023,Indiana Fever,Regular Season,10,Maya Caldwell,24,30,1,304,21,72,0.292,4,29,0.138,17,43,0.395,12,14,0.857,9,18,27,19,9,3,22,27,58
2023,Indiana Fever,Regular Season,11,Amanda Zahui B.,29,22,0,160,12,46,0.261,3,23,0.13,9,23,0.391,6,8,0.75,5,16,21,7,3,11,10,25,33
2023,Indiana Fever,Regular Season,12,Queen Egbo,23,16,0,143,18,45,0.4,0,0,,18,45,0.4,11,17,0.647,16,48,64,2,2,8,11,31,47
2023,Indiana Fever,Regular Season,13,Victaria Saxton,23,15,0,54,6,18,0.333,1,2,0.5,5,16,0.313,6,7,0.857,2,8,10,0,1,0,6,9,19
2023,New York Liberty,Regular Season,1,Breanna Stewart,28,40,40,1365,316,680,0.465,82,231,0.355,234,449,0.521,205,241,0.851,64,307,371,150,58,63,58,75,919
2023,New York Liberty,Regular Season,2,Betnijah Laney,29,40,40,1201,200,401,0.499,60,153,0.392,140,248,0.565,53,67,0.791,30,100,130,97,34,4,75,86,513
2023,New York Liberty,Regular Season,3,Courtney Vandersloot,34,39,39,1187,161,364,0.442,37,126,0.294,124,238,0.521,51,67,0.761,19,117,136,314,51,23,104,78,410
2023,New York Liberty,Regular Season,4,Sabrina Ionescu,25,36,36,1134,195,461,0.423,128,286,0.448,67,175,0.383,95,109,0.872,29,171,200,193,37,10,94,61,613
2023,New York Liberty,Regular Season,5,Jonquel Jones,29,40,40,1001,176,334,0.527,32,91,0.352,144,243,0.593,69,80,0.863,103,233,336,73,23,51,83,113,453
2023,New York Liberty,Regular Season,6,Kayla Thornton,30,40,0,693,65,150,0.433,25,80,0.313,40,70,0.571,23,30,0.767,48,93,141,27,28,10,20,66,178
2023,New York Liberty,Regular Season,7,Marine Johannes,28,35,5,662,89,215,0.414,56,152,0.368,33,63,0.524,15,20,0.75,8,42,50,58,23,2,47,55,249
2023,New York Liberty,Regular Season,8,Stefanie Dolson,31,23,0,273,35,68,0.515,12,26,0.462,23,42,0.548,11,14,0.786,13,32,45,27,1,6,21,41,93
2023,New York Liberty,Regular Season,9,Nyara Sabally,23,33,0,260,25,59,0.424,2,9,0.222,23,50,0.46,24,32,0.75,19,51,70,7,4,7,18,38,76
2023,New York Liberty,Regular Season,10,Jocelyn Willoughby,25,29,0,192,12,30,0.4,7,16,0.438,5,14,0.357,4,4,1,10,13,23,11,3,0,8,19,35
2023,New York Liberty,Regular Season,11,Epiphanny Prince,35,10,0,71,6,15,0.4,3,10,0.3,3,5,0.6,3,3,1,1,5,6,8,2,1,7,6,18
2023,New York Liberty,Regular Season,12,Han Xu,23,8,0,36,6,20,0.3,0,7,0,6,13,0.462,0,0,,3,4,7,0,2,1,5,2,12
2023,New York Liberty,Playoffs,1,Breanna Stewart,28,10,10,380,67,187,0.358,9,46,0.196,58,141,0.411,41,47,0.872,24,78,102,31,11,19,21,21,184
2023,New York Liberty,Playoffs,2,Betnijah Laney,29,10,10,361,61,129,0.473,19,52,0.365,42,77,0.545,11,15,0.733,12,29,41,30,8,0,20,18,152
2023,New York Liberty,Playoffs,3,Sabrina Ionescu,25,10,10,351,44,112,0.393,28,70,0.4,16,42,0.381,21,23,0.913,4,38,42,47,8,7,17,21,137
2023,New York Liberty,Playoffs,4,Jonquel Jones,29,10,10,347,62,111,0.559,9,28,0.321,53,83,0.639,37,47,0.787,40,76,116,17,7,24,20,32,170
2023,New York Liberty,Playoffs,5,Courtney Vandersloot,34,10,10,326,42,100,0.42,14,37,0.378,28,63,0.444,8,10,0.8,9,30,39,63,13,7,28,22,106
2023,New York Liberty,Playoffs,6,Marine Johannes,28,9,0,103,8,29,0.276,6,24,0.25,2,5,0.4,2,4,0.5,0,6,6,7,1,2,6,9,24
2023,New York Liberty,Playoffs,7,Kayla Thornton,30,10,0,101,12,27,0.444,6,15,0.4,6,12,0.5,2,2,1,7,8,15,3,1,2,3,11,32
2023,New York Liberty,Playoffs,8,Stefanie Dolson,31,10,0,46,6,12,0.5,1,5,0.2,5,7,0.714,0,4,0,2,3,5,1,0,1,3,4,13
2023,New York Liberty,Playoffs,9,Jocelyn Willoughby,25,3,0,7,0,2,0,0,1,0,0,1,0,2,6,0.333,1,0,1,0,1,0,0,1,2
2023,New York Liberty,Playoffs,10,Nyara Sabally,23,4,0,5,0,0,,0,0,,0,0,,0,0,,0,0,0,1,1,0,0,0,0
2023,Connecticut Sun,Regular Season,1,Alyssa Thomas,31,40,40,1446,243,513,0.474,0,3,0,243,510,0.476,133,186,0.715,80,314,394,316,73,19,137,109,619
2023,Connecticut Sun,Regular Season,2,DeWanna Bonner,35,40,40,1203,233,548,0.425,75,228,0.329,158,320,0.494,156,181,0.862,35,189,224,87,42,25,58,64,697
2023,Connecticut Sun,Regular Season,3,Tiffany Hayes,33,40,40,1082,168,353,0.476,48,131,0.366,120,222,0.541,98,126,0.778,38,82,120,105,34,3,56,114,482
